longitude,latitude,image_direction,weather
114.137737364000046,22.288635934000069,Back,cloudy
114.137797787000039,22.285228853000035,Back,cloudy
114.137874501000042,22.285922420000080,Back,cloudy
114.138044882000045,22.287254711000060,Back,cloudy
114.138115080000034,22.288729100000069,Back,cloudy
114.138278976000038,22.280381514000048,Back,cloudy
114.138308695000077,22.288082931000080,Back,cloudy
114.138419953000039,22.287358011000041,Back,cloudy
114.138566984999997,22.285869741000056,Back,cloudy
114.138639503000036,22.280634895000048,Back,cloudy
114.138659798000035,22.280123295000067,Back,cloudy
114.138677106000046,22.287832009000056,Back,cloudy
114.138718470000086,22.288484783000047,Back,cloudy
114.138816079000080,22.287397504000069,Back,cloudy
114.138893060000100,22.284995793000064,Back,cloudy
114.138933947000041,22.287026808000064,Back,cloudy
114.138975483000081,22.280348038000056,Back,cloudy
114.138988607000101,22.280806582000025,Back,cloudy
114.138994102000083,22.285911035000023,Back,cloudy
114.139041166000084,22.287529085000081,Back,cloudy
114.139049823000036,22.286630181000081,Back,cloudy
114.139245347000042,22.286257388000024,Back,cloudy
114.139253858000075,22.284076316000039,Back,cloudy
114.139267825000033,22.280600833000047,Back,cloudy
114.139291089000039,22.288000773000078,Back,cloudy
114.139337710000063,22.280978270000048,Back,cloudy
114.139341176000002,22.285792112000024,Back,cloudy
114.139357426000061,22.285321180000039,Back,cloudy
114.139400778000081,22.279968479000047,Back,cloudy
114.139418368000079,22.288898857000049,Back,cloudy
114.139419633000102,22.286748767000063,Back,cloudy
114.139464241000042,22.289247768000049,Back,cloudy
114.139544669000074,22.280872211000030,Back,cloudy
114.139580512000080,22.288355803000048,Back,cloudy
114.139594132000084,22.284255045000062,Back,cloudy
114.139634262000087,22.286247650000064,Back,cloudy
114.139686813000040,22.281149957000025,Back,cloudy
114.139723169000035,22.285426690000065,Back,cloudy
114.139774052000007,22.289056214000027,Back,cloudy
114.139890124000075,22.289671638000080,Back,cloudy
114.139890926999996,22.281046432000039,Back,cloudy
114.139924729000086,22.285235459000035,Back,cloudy
114.139967356000042,22.284170647000053,Back,cloudy
114.140077121000104,22.281175164000047,Back,cloudy
114.140139589000114,22.289189041000043,Back,cloudy
114.140217355000118,22.286575064000040,Back,cloudy
114.140277549000075,22.280269313000080,Back,cloudy
114.140313712000079,22.285229034000054,Back,cloudy
114.140336035999994,22.284060125000053,Back,cloudy
114.140349533000062,22.285710758000047,Back,cloudy
114.140412022000078,22.286225697000081,Back,cloudy
114.140515039000078,22.289290459000028,Back,cloudy
114.140628693000039,22.286599025000044,Back,cloudy
114.140665606000084,22.280248891000038,Back,cloudy
114.140665840000125,22.284580009000024,Back,cloudy
114.140682873000060,22.280972907000034,Back,cloudy
114.140689965000078,22.284968249000030,Back,cloudy
114.140722167000035,22.285611159000041,Back,cloudy
114.140745630000083,22.286092801000049,Back,cloudy
114.140812490000044,22.287773775000066,Back,cloudy
114.140869856000080,22.287982536000072,Back,cloudy
114.140897561000074,22.281204289000080,Back,cloudy
114.140897647000074,22.289360394000028,Back,cloudy
114.140946048000046,22.284424756000082,Back,cloudy
114.141028674000040,22.285212464000040,Back,cloudy
114.141052533000106,22.280282322000065,Back,cloudy
114.141100874000003,22.283591557000022,Back,cloudy
114.141115811000077,22.285697561000063,Back,cloudy
114.141146056000039,22.284752460000050,Back,cloudy
114.141158705000080,22.286580602000072,Back,cloudy
114.141172792999996,22.286971554000047,Back,cloudy
114.141247701000125,22.287632115000065,Back,cloudy
114.141299133000075,22.282334986000023,Back,cloudy
114.141321752000039,22.283903057000032,Back,cloudy
114.141428233000042,22.281128154000044,Back,cloudy
114.141504740000073,22.285688744000023,Back,cloudy
114.141519096000025,22.284741729000075,Back,cloudy
114.141529232000039,22.286190579000049,Back,cloudy
114.141547528000046,22.286567728000023,Back,cloudy
114.141561638000084,22.286959327000041,Back,cloudy
114.141645096000033,22.288701483000068,Back,cloudy
114.141647538000001,22.287957890000040,Back,cloudy
114.141669010000101,22.280363968000074,Back,cloudy
114.141673763000085,22.289403102000048,Back,cloudy
114.141873366000041,22.284063004000075,Back,cloudy
114.141888531000063,22.284620738000047,Back,cloudy
114.141893602000081,22.285677106000040,Back,cloudy
114.141924947000007,22.282620877000056,Back,cloudy
114.141936352000002,22.286554855000080,Back,cloudy
114.142052095000039,22.280405361000081,Back,cloudy
114.142061508000083,22.289375131000043,Back,cloudy
114.142095570000038,22.281510361000080,Back,cloudy
114.142144820000127,22.283528663000027,Back,cloudy
114.142200189000036,22.288689686000048,Back,cloudy
114.142328344999996,22.287547198000027,Back,cloudy
114.142422851000106,22.281720603000053,Back,cloudy
114.142424560000080,22.280511272000069,Back,cloudy
114.142447143000041,22.289323913000032,Back,cloudy
114.142614819000073,22.285655544000065,Back,cloudy
114.142668031000085,22.286530628000040,Back,cloudy
114.142736214999999,22.287923444000057,Back,cloudy
114.142793384000001,22.282227526000039,Back,cloudy
114.142797514000080,22.281778176000049,Back,cloudy
114.142812643000084,22.280534485000032,Back,cloudy
114.142826635000006,22.289243482000074,Back,cloudy
114.142832802000044,22.283182908000072,Back,cloudy
114.142937027000002,22.284383672000047,Back,cloudy
114.142972648000040,22.285144488000071,Back,cloudy
114.142973444000063,22.287137461000043,Back,cloudy
114.143003681000081,22.285643881000048,Back,cloudy
114.143056854000065,22.286517752000066,Back,cloudy
114.143074226000081,22.289774067000053,Back,cloudy
114.143136349000073,22.282394295000081,Back,cloudy
114.143166318000127,22.281656928000075,Back,cloudy
114.143201509000036,22.280546003000040,Back,cloudy
114.143392543000004,22.285632234000047,Back,cloudy
114.143443485000034,22.289652193000048,Back,cloudy
114.143445678000035,22.286504876000041,Back,cloudy
114.143512757000039,22.281481732000032,Back,cloudy
114.143524325000044,22.288641242000040,Back,cloudy
114.143590376000020,22.280557522000041,Back,cloudy
114.143630913000038,22.289183347000066,Back,cloudy
114.143631054000025,22.285236077000040,Back,cloudy
114.143652386000085,22.274373562000047,Back,cloudy
114.143661273999996,22.285727533000056,Back,cloudy
114.143702731000076,22.284246388000039,Back,cloudy
114.143708423999996,22.286895272000042,Back,cloudy
114.143751434000023,22.287891234000028,Back,cloudy
114.143765055000003,22.287671873000026,Back,cloudy
114.143807421000020,22.289020101000062,Back,cloudy
114.143974094000100,22.274577444000045,Back,cloudy
114.143974112000024,22.280618474000047,Back,cloudy
114.144012329000020,22.285098214000072,Back,cloudy
114.144115051000085,22.286868452000078,Back,cloudy
114.144159149000075,22.282525789000040,Back,cloudy
114.144164624000041,22.287878126000063,Back,cloudy
114.144182888000046,22.289076904000069,Back,cloudy
114.144189657000084,22.288612259000047,Back,cloudy
114.144355695000044,22.280694261000065,Back,cloudy
114.144384724999995,22.274862121000069,Back,cloudy
114.144400860999994,22.285078402000067,Back,cloudy
114.144489344000021,22.281847803000066,Back,cloudy
114.144529036000080,22.288899398000069,Back,cloudy
114.144623873000114,22.284254017000023,Back,cloudy
114.144772119000081,22.274824911000053,Back,cloudy
114.144776630999999,22.283542344000068,Back,cloudy
114.144872613000075,22.288181711000050,Back,cloudy
114.144902481000045,22.288809547000028,Back,cloudy
114.144965050000124,22.284386263000044,Back,cloudy
114.145008846000124,22.274579007000057,Back,cloudy
114.145155835000082,22.283611418000081,Back,cloudy
114.145195605000040,22.287241623000057,Back,cloudy
114.145272946000077,22.288524513000027,Back,cloudy
114.145275408000074,22.288556142000061,Back,cloudy
114.145309618000041,22.284218070000065,Back,cloudy
114.145314223000000,22.284907749000080,Back,cloudy
114.145351124000044,22.274468536000029,Back,cloudy
114.145528208000087,22.282260932000039,Back,cloudy
114.145644085000086,22.288417484000039,Back,cloudy
114.145645455000022,22.288713082000072,Back,cloudy
114.145660455000083,22.288490612000032,Back,cloudy
114.145664180000040,22.288541788000032,Back,cloudy
114.145697934000040,22.284870964000049,Back,cloudy
114.145709524000040,22.287805688000049,Back,cloudy
114.145884256000045,22.288182877000047,Back,cloudy
114.146031599000040,22.288666185000068,Back,cloudy
114.146044342000081,22.284054646000072,Back,cloudy
114.146048434999997,22.288463857000067,Back,cloudy
114.146052951000115,22.288527435000049,Back,cloudy
114.146101382000083,22.287067377000028,Back,cloudy
114.146229436000127,22.287760538000043,Back,cloudy
114.146419120000004,22.288631891000023,Back,cloudy
114.146436197000085,22.288432508000028,Back,cloudy
114.146441716000041,22.288513176000041,Back,cloudy
114.146521166000085,22.283927882000057,Back,cloudy
114.146537293000037,22.274343612000049,Back,cloudy
114.146551744000021,22.286763070000063,Back,cloudy
114.146616841000082,22.287724937000064,Back,cloudy
114.146754026000039,22.274660368000070,Back,cloudy
114.146760003000040,22.286242336000043,Back,cloudy
114.146766293000042,22.285844298000029,Back,cloudy
114.146780933000045,22.282521796000022,Back,cloudy
114.146806640000023,22.288597571000025,Back,cloudy
114.146823942000083,22.288400839000079,Back,cloudy
114.146828370000080,22.287281721000056,Back,cloudy
114.146829525000044,22.288482577000025,Back,cloudy
114.146998214000064,22.286178942000049,Back,cloudy
114.147004245000062,22.287689337000074,Back,cloudy
114.147032619000001,22.283663493000063,Back,cloudy
114.147070797000083,22.288299867000035,Back,cloudy
114.147087543000126,22.285628791000025,Back,cloudy
114.147166751000100,22.261664785000047,Back,cloudy
114.147182755000003,22.274993389000031,Back,cloudy
114.147191094000036,22.283751844000047,Back,cloudy
114.147194123000077,22.288562842000040,Back,cloudy
114.147216478999994,22.288060498000046,Back,cloudy
114.147217085000079,22.288448746000029,Back,cloudy
114.147302453000080,22.285936479000043,Back,cloudy
114.147345991000080,22.287111105000065,Back,cloudy
114.147372376999996,22.289135671000054,Back,cloudy
114.147430113000041,22.262570944000061,Back,cloudy
114.147445806000064,22.281354015000041,Back,cloudy
114.147483019000106,22.289508643000040,Back,cloudy
114.147503624999999,22.274823644000040,Back,cloudy
114.147524540000063,22.281396768000040,Back,cloudy
114.147550545000044,22.286780186000044,Back,cloudy
114.147581817000045,22.288530622000053,Back,cloudy
114.147586798999995,22.288813909000048,Back,cloudy
114.147604070000042,22.288409278000081,Back,cloudy
114.147663747999999,22.272290255000041,Back,cloudy
114.147696960000076,22.282834364000053,Back,cloudy
114.147698945000116,22.271748503000023,Back,cloudy
114.147726085000045,22.281597577000070,Back,cloudy
114.147788755000079,22.289872150000065,Back,cloudy
114.147788793000004,22.283280167000044,Back,cloudy
114.147823838999997,22.287577470000031,Back,cloudy
114.147890247000078,22.272606399000040,Back,cloudy
114.147905955000041,22.285447859000044,Back,cloudy
114.147964084999998,22.288719019000041,Back,cloudy
114.147965743000100,22.288477856000043,Back,cloudy
114.147974684000005,22.274543874000081,Back,cloudy
114.147977324000081,22.283497931000056,Back,cloudy
114.147991728000079,22.288381896000040,Back,cloudy
114.148009713000079,22.281539434000024,Back,cloudy
114.148017552000042,22.263067540000065,Back,cloudy
114.148040130000041,22.271584532000080,Back,cloudy
114.148043403000074,22.282661920000063,Back,cloudy
114.148123442000042,22.287329301000057,Back,cloudy
114.148127737000081,22.272914391000029,Back,cloudy
114.148134038000080,22.283100920000042,Back,cloudy
114.148158371000022,22.281808269000067,Back,cloudy
114.148161717000079,22.273838788000035,Back,cloudy
114.148166466000021,22.289778965000039,Back,cloudy
114.148183218000085,22.280985118000046,Back,cloudy
114.148207804000080,22.283673335000060,Back,cloudy
114.148246940000035,22.286584638000026,Back,cloudy
114.148276796000005,22.285360649000040,Back,cloudy
114.148287126000000,22.288996408000060,Back,cloudy
114.148309260000005,22.273252488000026,Back,cloudy
114.148426313000087,22.287085135000041,Back,cloudy
114.148426851000039,22.282688231000066,Back,cloudy
114.148451086999998,22.285146406000024,Back,cloudy
114.148459535000001,22.289600910000047,Back,cloudy
114.148483518000035,22.288285724000048,Back,cloudy
114.148484463000045,22.287604755000075,Back,cloudy
114.148485028000081,22.282019562000080,Back,cloudy
114.148550897000064,22.286341821000065,Back,cloudy
114.148572170000079,22.283188948000031,Back,cloudy
114.148652499000036,22.284868986000049,Back,cloudy
114.148685718999999,22.283943210000075,Back,cloudy
114.148729323000126,22.286841138000057,Back,cloudy
114.148730037000064,22.289131572000031,Back,cloudy
114.148739762000105,22.271442449000062,Back,cloudy
114.148785825000004,22.287358725000047,Back,cloudy
114.148790930000004,22.282806082000040,Back,cloudy
114.148801434000006,22.286184340000041,Back,cloudy
114.148849753000036,22.280583900000067,Back,cloudy
114.148851731000036,22.288340965000032,Back,cloudy
114.148863564000081,22.288202661000071,Back,cloudy
114.149032550000001,22.286597427000061,Back,cloudy
114.149071753000044,22.287936714000068,Back,cloudy
114.149087185000084,22.287112695000079,Back,cloudy
114.149107241000024,22.289036352000039,Back,cloudy
114.149108473000041,22.286399073000041,Back,cloudy
114.149118620000081,22.271354044000081,Back,cloudy
114.149182188000040,22.280382313000075,Back,cloudy
114.149202785000043,22.284923080000056,Back,cloudy
114.149229315000085,22.288247411000043,Back,cloudy
114.149241290000077,22.288109566000060,Back,cloudy
114.149246817000062,22.282159733000071,Back,cloudy
114.149251408000040,22.282993290000039,Back,cloudy
114.149388644000041,22.286866784000040,Back,cloudy
114.149459581000073,22.270733148000041,Back,cloudy
114.149474619000102,22.262939343000028,Back,cloudy
114.149484444000080,22.288941132000048,Back,cloudy
114.149500819000082,22.284673029000032,Back,cloudy
114.149512349000020,22.284394180000049,Back,cloudy
114.149531160000038,22.285914740000067,Back,cloudy
114.149538362000044,22.288526626000081,Back,cloudy
114.149545422000074,22.280245225000044,Back,cloudy
114.149549985000021,22.269945584000027,Back,cloudy
114.149571729000044,22.288174813000069,Back,cloudy
114.149591921000024,22.286574629000029,Back,cloudy
114.149593411000041,22.262568887000043,Back,cloudy
114.149618011000044,22.288012455000057,Back,cloudy
114.149641999000082,22.263649675000067,Back,cloudy
114.149688022000078,22.286618414000031,Back,cloudy
114.149756921000062,22.262220690000049,Back,cloudy
114.149778283000046,22.280986179000024,Back,cloudy
114.149798852000117,22.284422978000062,Back,cloudy
114.149863695000022,22.285081575000049,Back,cloudy
114.149924207000041,22.280156720000040,Back,cloudy
114.149968967000063,22.287302800000081,Back,cloudy
114.149974386000039,22.288058209000042,Back,cloudy
114.149995696999994,22.287919167000041,Back,cloudy
114.150065549000047,22.285995646000060,Back,cloudy
114.150090166000041,22.286423962000072,Back,cloudy
114.150105016000126,22.269571942000027,Back,cloudy
114.150126843000081,22.279849691000042,Back,cloudy
114.150162406000035,22.284832333000047,Back,cloudy
114.150180003000060,22.279468164000040,Back,cloudy
114.150180140000074,22.281760886000029,Back,cloudy
114.150228748999993,22.279351024000047,Back,cloudy
114.150240632000077,22.264656540000040,Back,cloudy
114.150286674000085,22.281387199000047,Back,cloudy
114.150320465000036,22.285079084000081,Back,cloudy
114.150345804000040,22.282116249000069,Back,cloudy
114.150351452000081,22.287962490000041,Back,cloudy
114.150368568000076,22.284045910000032,Back,cloudy
114.150461872000037,22.286883437000029,Back,cloudy
114.150462121000047,22.269417587000081,Back,cloudy
114.150505279000086,22.279084442000048,Back,cloudy
114.150535494000124,22.281090147000043,Back,cloudy
114.150554272000022,22.269540154000023,Back,cloudy
114.150579845999999,22.285402692000048,Back,cloudy
114.150602857000081,22.264775100000065,Back,cloudy
114.150617446000041,22.286124897000040,Back,cloudy
114.150726465000034,22.280759008000075,Back,cloudy
114.150732759000107,22.282156164000071,Back,cloudy
114.150741460000063,22.283935659000065,Back,cloudy
114.150766981000061,22.286423112000023,Back,cloudy
114.150786891000038,22.284985323000058,Back,cloudy
114.150813587000002,22.284668831000040,Back,cloudy
114.150830705000075,22.286851813000048,Back,cloudy
114.150836318000074,22.278880083000047,Back,cloudy
114.150920447000075,22.269409490000044,Back,cloudy
114.150982631000034,22.287789838000041,Back,cloudy
114.150998520000044,22.287441307000048,Back,cloudy
114.151006519000020,22.287623209000060,Back,cloudy
114.151115403000063,22.263963544000035,Back,cloudy
114.151126710000085,22.283892068000057,Back,cloudy
114.151145837000044,22.286334694000061,Back,cloudy
114.151157019999999,22.279481026000042,Back,cloudy
114.151160391000076,22.284509375000027,Back,cloudy
114.151168798000086,22.269094499000065,Back,cloudy
114.151184354000080,22.267401580000069,Back,cloudy
114.151209130000083,22.286761568000031,Back,cloudy
114.151210013000082,22.265139383000079,Back,cloudy
114.151217231000047,22.285366889000045,Back,cloudy
114.151237031000036,22.280743818000079,Back,cloudy
114.151275523000081,22.282323261000045,Back,cloudy
114.151277704000080,22.279886641000079,Back,cloudy
114.151278209000125,22.267778104000048,Back,cloudy
114.151279469000073,22.267309863000040,Back,cloudy
114.151286591000044,22.269281513000067,Back,cloudy
114.151319404000105,22.267685043000029,Back,cloudy
114.151322379000021,22.278598551000080,Back,cloudy
114.151352649000046,22.287670114000040,Back,cloudy
114.151377459000045,22.287505960000040,Back,cloudy
114.151380609000043,22.268779045000031,Back,cloudy
114.151391609000001,22.268150200000040,Back,cloudy
114.151412973000106,22.280203882000023,Back,cloudy
114.151419102000077,22.268061088000024,Back,cloudy
114.151419748000080,22.267115118000049,Back,cloudy
114.151497206000045,22.268435365000080,Back,cloudy
114.151550707000041,22.266457226000057,Back,cloudy
114.151573408000104,22.279633840000031,Back,cloudy
114.151575340000022,22.265508898000064,Back,cloudy
114.151587631000083,22.286223557000028,Back,cloudy
114.151621640000045,22.267166583000066,Back,cloudy
114.151638949000002,22.284952986000064,Back,cloudy
114.151644492000045,22.264349866000032,Back,cloudy
114.151664335000078,22.268986416000075,Back,cloudy
114.151721112999994,22.287545308000063,Back,cloudy
114.151750148000005,22.287394421000045,Back,cloudy
114.151755274000038,22.274192400000061,Back,cloudy
114.151775646000047,22.265842404000068,Back,cloudy
114.151791656000114,22.281484780000028,Back,cloudy
114.151808412000037,22.266748224000025,Back,cloudy
114.151817504000064,22.285238831000072,Back,cloudy
114.151826468000081,22.264931227000041,Back,cloudy
114.151836138999997,22.274570741000048,Back,cloudy
114.151854248000063,22.268649499000048,Back,cloudy
114.151869113000075,22.279381039000043,Back,cloudy
114.151892722000085,22.284745106000056,Back,cloudy
114.151896584000042,22.282936399000047,Back,cloudy
114.151925149999997,22.285393586000048,Back,cloudy
114.151926777000085,22.265288187000067,Back,cloudy
114.151962400000116,22.266150944000060,Back,cloudy
114.151970013000081,22.267049344000043,Back,cloudy
114.151972767000075,22.286167752000040,Back,cloudy
